lat,long,data,visualization,society,date
51.51,-0.13,2.67,2.33,0.67,2/21/2019
-23.55,-46.63,3.00,3.00,1.67,2/21/2019
40.42,-3.70,1.67,3.00,1.67,2/21/2019
41.88,-87.63,2.67,1.33,1.67,2/21/2019
51.51,-0.13,1.67,2.00,1.67,2/21/2019
22.40,114.11,3.33,3.67,4.33,2/21/2019
37.77,-122.42,3.67,4.33,4.33,2/21/2019
38.88,-94.82,2.33,3.33,2.33,2/21/2019
-37.81,144.96,3.67,3.33,3.33,2/21/2019
51.51,-0.13,3.33,4.00,3.00,2/21/2019
41.36,-72.10,3.67,3.33,2.33,2/21/2019
37.77,-122.42,3.33,2.67,1.67,2/21/2019
33.75,-84.39,1.00,2.00,1.33,2/21/2019
42.28,-83.74,0.00,1.33,1.33,2/21/2019
37.09,-95.71,1.00,2.33,1.00,2/21/2019
40.71,-74.01,3.67,3.67,3.00,2/21/2019
50.82,-0.14,3.00,3.00,3.00,2/21/2019
-13.53,-71.97,2.67,2.67,1.00,2/21/2019
38.91,-77.04,3.33,2.33,0.33,2/21/2019
-1.29,36.82,2.33,2.33,3.00,2/21/2019
39.77,-86.16,4.33,3.33,4.33,2/21/2019
-6.21,106.85,3.33,3.67,2.00,2/21/2019
41.05,-73.54,1.67,1.67,0.33,2/21/2019
39.08,-77.15,2.00,3.00,3.00,2/21/2019
,,1.67,2.00,2.67,2/21/2019
25.76,-80.19,2.33,2.00,2.33,2/21/2019
41.05,-73.54,0.67,1.67,1.00,2/21/2019
45.51,-122.66,3.67,3.67,3.33,2/21/2019
43.65,-79.38,4.33,3.00,3.67,2/21/2019
38.67,-77.24,2.67,2.33,2.00,2/21/2019
41.88,-87.63,4.00,4.00,3.33,2/21/2019
1.35,103.82,3.00,2.67,4.67,2/21/2019
44.46,-93.16,3.33,3.33,3.00,2/21/2019
34.42,-119.70,3.00,2.67,0.00,2/21/2019
39.10,-84.51,3.33,3.67,2.33,2/21/2019
39.01,-77.43,3.33,3.67,3.67,2/21/2019
41.88,-87.63,1.00,0.67,1.00,2/21/2019
9.96,-84.08,4.00,4.00,2.33,2/21/2019
42.42,-71.11,1.67,3.67,4.00,2/21/2019
45.50,-73.57,4.00,3.67,3.33,2/21/2019
37.77,-122.42,3.00,2.67,0.67,2/21/2019
40.60,-75.47,0.67,1.67,1.33,2/21/2019
39.77,-86.16,3.33,2.67,1.67,2/21/2019
40.71,-74.01,1.67,2.67,2.67,2/21/2019
34.15,-118.14,4.00,4.00,4.00,2/21/2019
-23.55,-46.63,2.33,2.00,1.67,2/21/2019
51.51,-0.13,2.33,1.33,1.67,2/21/2019
12.97,77.59,3.00,3.67,2.00,2/21/2019
34.05,-118.24,3.33,3.33,3.00,2/21/2019
39.84,-88.95,3.33,4.00,3.33,2/21/2019
21.15,79.09,2.67,1.67,0.00,2/21/2019
-33.87,151.21,1.00,1.00,0.33,2/21/2019
-6.21,106.85,2.33,1.33,1.33,2/21/2019
,,3.00,3.00,2.67,2/21/2019
29.76,-95.37,3.00,2.33,2.00,2/21/2019
39.96,-83.00,3.00,2.67,1.67,2/21/2019
4.71,-74.07,4.67,4.00,3.33,2/21/2019
40.01,-105.27,3.67,3.00,3.33,2/21/2019
41.88,-87.63,2.67,3.00,3.00,2/21/2019
37.77,-122.42,3.00,4.00,4.67,2/21/2019
45.50,-73.57,3.00,2.67,3.00,2/21/2019
38.88,-77.17,3.33,3.67,3.00,2/21/2019
39.10,-84.51,1.33,2.67,2.67,2/21/2019
39.14,-77.20,2.33,3.67,2.00,2/21/2019
12.97,77.59,4.00,3.67,4.00,2/21/2019
53.54,-113.49,3.00,3.00,0.67,2/21/2019
37.77,-122.42,2.00,4.00,3.33,2/21/2019
22.54,114.06,0.33,2.33,5.00,2/21/2019
37.77,-122.42,2.00,3.33,2.67,2/21/2019
40.71,-74.01,3.00,2.33,2.33,2/21/2019
41.66,-91.53,1.33,2.33,2.67,2/21/2019
14.63,-90.51,3.00,2.33,1.67,2/21/2019
-25.27,133.78,1.67,2.33,0.67,2/21/2019
47.67,-117.11,4.00,4.00,2.00,2/21/2019
39.10,-94.58,2.33,3.33,1.33,2/21/2019
21.03,105.83,1.33,2.33,1.67,2/21/2019
59.91,10.75,2.00,1.67,0.00,2/21/2019
26.12,-80.14,3.67,3.33,1.67,2/21/2019
42.33,-72.64,0.33,1.33,0.67,2/21/2019
37.09,-95.71,3.67,3.67,3.67,2/21/2019
40.68,-73.94,2.67,2.33,1.67,2/21/2019
59.93,30.34,0.67,0.33,1.67,2/21/2019
40.71,-74.01,3.67,3.33,3.33,2/21/2019
37.87,-122.27,0.33,1.00,0.00,2/21/2019
1.35,103.82,2.00,2.00,3.00,2/21/2019
37.44,127.14,2.33,2.00,3.00,2/21/2019
33.05,-96.99,4.33,4.67,4.67,2/21/2019
42.50,-71.07,3.67,2.33,1.67,2/21/2019
53.55,9.99,4.00,4.00,3.00,2/21/2019
28.70,77.10,3.67,3.67,2.67,2/21/2019
37.39,-122.08,4.00,3.33,2.00,2/21/2019
43.65,-79.38,2.67,2.00,0.67,2/21/2019
20.59,-100.39,3.67,3.67,2.33,2/21/2019
41.70,-86.24,3.33,3.67,2.33,2/21/2019
37.77,-122.42,3.67,3.00,3.33,2/21/2019
48.86,2.35,1.33,2.00,0.67,2/21/2019
39.47,-0.38,3.67,4.00,2.67,2/21/2019
12.97,77.59,4.00,4.00,3.67,2/21/2019
40.39,-111.85,2.33,1.33,2.67,2/21/2019
38.97,-95.24,3.33,2.33,2.33,2/21/2019
-25.48,-49.30,3.67,3.33,2.00,2/21/2019
30.27,-97.74,3.33,2.67,3.00,2/21/2019
23.63,-102.55,4.00,4.00,3.33,2/21/2019
-42.88,147.33,4.00,4.00,2.00,2/21/2019
47.61,-122.33,3.67,3.67,3.33,2/21/2019
30.27,-97.74,0.00,0.00,0.00,2/21/2019
44.98,-93.27,3.33,4.00,4.67,2/22/2019
33.75,-84.39,3.33,3.33,3.67,2/22/2019
12.97,77.59,2.67,1.67,3.33,2/22/2019
47.61,-122.33,3.67,3.33,3.00,2/22/2019
37.55,-121.99,3.33,3.67,3.33,2/22/2019
52.52,13.40,4.00,4.00,3.67,2/22/2019
9.98,76.30,2.00,2.00,2.00,2/22/2019
34.61,-83.52,3.67,3.33,4.33,2/22/2019
-37.81,144.96,2.00,1.33,0.33,2/22/2019
-33.87,151.21,4.33,4.67,3.33,2/22/2019
37.09,-95.71,4.00,4.67,4.33,2/22/2019
55.76,37.62,2.00,2.33,2.67,2/22/2019
42.36,-71.06,3.00,3.00,3.00,2/22/2019
48.86,2.35,3.33,2.33,1.33,2/22/2019
53.48,-2.24,1.67,2.00,2.00,2/22/2019
47.61,-122.33,4.00,4.33,3.67,2/22/2019
66.50,25.73,1.67,2.67,1.67,2/22/2019
37.91,-122.07,4.00,3.33,2.67,2/22/2019
-1.29,36.82,4.00,4.33,3.67,2/22/2019
52.37,4.90,4.00,3.00,3.00,2/22/2019
-30.03,-51.22,3.33,3.67,2.33,2/22/2019
51.51,-0.13,3.33,3.00,2.33,2/22/2019
55.76,37.62,3.33,3.00,1.67,2/22/2019
55.68,12.57,1.67,1.67,3.33,2/22/2019
53.35,-6.26,3.00,3.00,3.00,2/22/2019
46.95,7.45,3.33,3.33,2.67,2/22/2019
55.90,-3.64,1.67,1.33,0.33,2/22/2019
-1.29,36.82,4.00,3.00,3.00,2/22/2019
13.08,80.27,0.33,0.33,1.33,2/22/2019
55.76,37.62,1.33,2.00,2.33,2/22/2019
12.97,77.59,3.67,3.33,3.00,2/22/2019
1.35,103.82,2.67,3.67,3.00,2/22/2019
52.52,5.47,3.00,4.33,4.00,2/22/2019
51.51,-0.13,2.67,2.67,3.00,2/22/2019
-23.55,-46.63,3.00,3.67,3.67,2/22/2019
53.80,-1.55,0.00,2.33,2.67,2/22/2019
42.70,23.32,2.33,1.67,1.33,2/22/2019
53.82,-3.04,2.00,1.67,1.33,2/22/2019
45.51,-122.66,3.00,3.00,3.00,2/22/2019
37.77,-122.42,2.33,2.00,2.00,2/22/2019
39.74,-104.99,4.00,4.00,3.33,2/22/2019
51.51,-0.13,2.00,2.33,1.00,2/22/2019
52.52,13.40,1.00,2.00,4.00,2/22/2019
51.51,-0.13,2.00,2.00,2.67,2/22/2019
59.91,10.75,1.33,1.67,0.00,2/22/2019
-26.20,28.05,3.00,3.67,2.33,2/22/2019
1.35,103.82,3.00,2.00,1.67,2/22/2019
47.52,14.55,0.33,2.33,2.67,2/22/2019
52.13,5.29,2.00,2.33,2.00,2/22/2019
33.68,73.05,3.00,3.33,1.00,2/22/2019
-37.81,144.96,3.67,3.67,1.33,2/22/2019
53.35,-6.26,2.00,2.00,0.67,2/22/2019
-38.66,178.02,3.00,1.67,1.33,2/22/2019
51.74,0.47,3.67,3.33,1.33,2/22/2019
47.68,9.17,2.00,1.33,0.00,2/22/2019
17.39,78.49,2.67,0.67,1.00,2/22/2019
37.77,-122.42,1.67,1.00,1.33,2/22/2019
54.98,-1.62,3.67,3.00,2.33,2/22/2019
46.06,14.51,0.00,0.00,0.00,2/22/2019
12.97,77.59,2.00,1.67,2.33,2/22/2019
-37.81,144.96,3.67,3.00,1.33,2/22/2019
12.97,77.59,3.33,3.00,1.67,2/22/2019
41.39,2.17,2.67,3.33,3.67,2/22/2019
57.71,11.97,2.00,2.67,0.67,2/22/2019
17.39,78.49,2.00,2.33,1.00,2/22/2019
38.27,-0.71,3.33,3.67,4.00,2/22/2019
52.52,13.40,3.67,4.33,3.00,2/22/2019
37.09,-95.71,1.67,2.00,0.33,2/22/2019
47.22,-1.55,2.33,3.33,3.33,2/22/2019
52.13,5.29,2.67,2.67,2.00,2/22/2019
55.76,37.62,0.00,0.00,0.00,2/22/2019
-8.05,-34.93,3.67,3.33,2.33,2/22/2019
41.16,-8.63,3.33,3.00,2.00,2/22/2019
-15.83,-47.92,3.00,3.33,3.00,2/22/2019
22.40,114.11,4.00,5.00,3.67,2/22/2019
51.71,-0.61,2.00,2.33,2.33,2/22/2019
51.51,-0.13,3.00,2.67,3.00,2/22/2019
48.86,2.35,2.67,2.67,2.33,2/22/2019
38.91,-77.04,3.67,2.33,2.00,2/22/2019
52.21,0.12,3.67,4.00,3.67,2/22/2019
48.86,2.35,2.67,2.33,1.00,2/22/2019
28.70,77.10,1.67,0.67,1.67,2/22/2019
51.51,-0.13,2.00,1.67,3.00,2/22/2019
53.14,-7.69,2.00,1.00,2.00,2/22/2019
33.75,-84.39,3.00,2.33,2.00,2/22/2019
-33.87,151.21,2.00,1.00,3.67,2/22/2019
-33.45,-70.67,1.00,2.33,4.33,2/22/2019
45.46,9.19,3.67,3.33,2.33,2/22/2019
64.04,-145.73,4.33,4.00,4.00,2/22/2019
29.76,-95.37,2.33,2.00,0.00,2/22/2019
-23.55,-46.63,1.67,2.00,1.67,2/22/2019
38.72,-9.14,2.33,3.67,3.67,2/22/2019
37.09,-95.71,4.00,4.33,3.67,2/22/2019
41.82,-71.51,0.00,1.67,4.33,2/22/2019
26.05,-80.14,3.00,2.67,1.33,2/22/2019
40.44,-80.00,2.67,3.33,3.67,2/22/2019
40.42,-3.70,4.33,5.00,4.67,2/22/2019
53.80,-1.55,2.00,3.00,3.00,2/22/2019
41.31,-72.93,3.00,3.00,2.67,2/22/2019
38.72,-9.14,3.00,3.00,1.33,2/22/2019
1.35,103.82,3.00,3.00,3.00,2/22/2019
41.12,16.87,3.67,3.00,3.67,2/22/2019
48.86,2.35,3.00,3.00,5.00,2/22/2019
43.65,-79.38,1.00,2.00,3.00,2/22/2019
42.37,-71.11,1.00,2.33,1.00,2/22/2019
16.87,96.20,0.67,0.00,0.67,2/22/2019
61.01,99.20,3.67,3.67,3.33,2/22/2019
52.37,4.90,3.67,2.67,3.67,2/22/2019
59.93,30.34,2.00,1.67,1.67,2/22/2019
42.36,-71.06,3.67,3.67,2.33,2/22/2019
55.76,37.62,4.00,4.33,4.33,2/22/2019
43.16,-77.61,3.00,3.67,3.33,2/22/2019
6.24,-75.58,1.00,1.33,3.00,2/22/2019
39.38,-77.15,3.00,3.67,4.00,2/22/2019
42.36,-71.06,3.33,5.00,4.33,2/22/2019
-32.94,-60.65,2.33,1.33,0.00,2/22/2019
45.46,9.19,4.00,4.00,3.33,2/22/2019
51.51,-0.13,3.33,3.33,3.33,2/22/2019
36.16,-86.78,4.00,3.33,2.33,2/22/2019
37.69,-97.33,2.33,3.33,3.00,2/22/2019
43.46,-80.52,3.33,2.67,4.00,2/22/2019
51.51,-0.13,2.00,3.00,1.33,2/22/2019
31.77,35.21,4.33,3.33,3.00,2/22/2019
51.05,-114.07,2.33,3.00,3.00,2/22/2019
44.79,20.45,3.67,3.67,3.67,2/22/2019
51.44,6.06,2.33,3.33,3.33,2/22/2019
37.80,-122.27,4.67,5.00,3.67,2/22/2019
42.20,-73.36,3.00,3.67,3.33,2/22/2019
39.10,-84.51,2.67,2.00,0.33,2/22/2019
40.79,-77.86,3.67,4.00,3.00,2/22/2019
42.28,-83.74,4.00,3.67,2.67,2/22/2019
51.51,-0.13,3.67,3.00,0.00,2/22/2019
41.88,-87.63,1.67,1.67,1.33,2/22/2019
42.38,-71.14,3.67,4.33,3.33,2/22/2019
40.01,-105.27,3.00,3.67,3.33,2/22/2019
12.97,77.59,3.00,2.67,3.33,2/22/2019
44.98,-93.27,3.33,3.33,2.00,2/22/2019
44.98,-93.27,3.67,3.00,2.67,2/22/2019
10.51,7.42,3.00,2.33,4.33,2/22/2019
37.49,-122.24,2.00,3.00,3.33,2/22/2019
,,0.00,0.00,0.00,2/22/2019
40.42,-3.70,3.00,2.67,4.00,2/22/2019
40.68,-73.94,2.00,2.33,2.00,2/22/2019
45.51,-122.66,3.00,3.00,2.33,2/22/2019
39.20,-76.86,0.67,0.67,0.00,2/22/2019
42.37,-71.11,2.67,3.00,2.67,2/22/2019
50.85,4.35,2.33,3.00,2.67,2/22/2019
28.61,77.21,3.00,3.33,1.67,2/22/2019
28.70,77.10,3.00,2.67,1.67,2/22/2019
35.91,127.77,1.67,1.33,3.00,2/22/2019
5.60,-0.19,0.00,0.00,0.00,2/22/2019
3.13,101.59,1.33,1.33,3.00,2/22/2019
-36.82,-73.04,2.00,1.67,3.00,2/22/2019
51.51,-0.13,4.00,4.00,3.00,2/22/2019
52.27,4.97,3.67,4.00,2.67,2/22/2019
40.71,-74.01,3.33,3.67,4.67,2/22/2019
4.71,-74.07,2.33,1.33,1.33,2/22/2019
-0.18,-78.47,1.33,1.33,2.67,2/22/2019
21.49,39.19,3.33,3.33,2.33,2/22/2019
40.68,-73.94,2.33,0.67,3.00,2/22/2019
52.37,4.90,3.67,3.33,2.00,2/22/2019
42.37,-71.11,2.00,2.67,1.67,2/22/2019
43.65,-79.38,0.00,2.33,3.00,2/22/2019
24.86,67.00,4.00,3.33,2.33,2/22/2019
39.95,-75.17,2.67,2.00,1.00,2/22/2019
52.09,5.12,1.00,1.33,0.00,2/22/2019
41.88,-87.63,3.67,3.67,1.67,2/22/2019
41.39,2.17,2.33,3.33,3.33,2/22/2019
19.43,-99.13,2.67,3.33,3.00,2/22/2019
42.36,-71.06,1.33,2.00,2.00,2/22/2019
24.86,67.00,3.00,1.67,1.67,2/22/2019
30.27,-97.74,2.00,3.00,2.00,2/22/2019
40.72,-74.04,1.33,4.33,3.33,2/22/2019
51.51,-0.13,1.33,1.67,3.67,2/22/2019
23.89,45.08,3.67,3.00,1.33,2/22/2019
43.65,-79.38,0.33,1.33,0.00,2/22/2019
24.86,67.00,3.33,1.67,3.33,2/22/2019
43.16,-77.61,0.00,0.00,0.00,2/22/2019
37.56,-122.27,3.00,3.00,2.00,2/22/2019
41.26,-95.93,4.00,3.33,3.33,2/22/2019
51.51,-0.13,2.00,3.33,3.33,2/22/2019
48.86,2.35,2.33,2.33,1.33,2/22/2019
44.26,-88.42,3.33,2.00,2.67,2/22/2019
47.38,8.54,4.00,3.67,4.00,2/22/2019
24.86,67.00,2.67,2.33,0.33,2/22/2019
43.65,-79.38,3.33,4.67,3.67,2/22/2019
44.06,-121.32,4.00,3.67,2.67,2/22/2019
43.07,-89.40,4.67,5.00,4.00,2/22/2019
12.97,77.59,3.00,2.67,2.33,2/22/2019
37.77,-122.42,0.00,2.33,1.33,2/22/2019
32.22,-110.97,4.00,4.67,2.33,2/22/2019
38.25,-85.76,3.00,3.67,3.33,2/22/2019
40.76,-111.89,3.33,3.00,1.33,2/22/2019
-1.29,36.82,3.00,1.67,4.00,2/22/2019
51.75,-1.26,0.00,0.00,0.00,2/22/2019
25.03,121.57,3.00,3.33,3.33,2/22/2019
51.51,-0.13,3.33,3.00,1.00,2/22/2019
-22.91,-43.17,4.00,4.33,4.67,2/22/2019
45.52,-122.94,3.67,3.67,2.00,2/22/2019
30.04,31.24,3.67,3.00,3.00,2/22/2019
34.18,-118.31,2.00,2.00,1.67,2/22/2019
41.39,2.17,1.33,1.33,4.33,2/22/2019
50.80,-1.98,3.00,2.67,2.67,2/22/2019
59.44,24.75,3.67,3.33,3.00,2/22/2019
47.22,-1.55,2.00,2.00,1.00,2/22/2019
42.24,-8.72,3.67,2.67,0.33,2/22/2019
54.98,-1.62,1.33,3.00,3.33,2/22/2019
38.91,-77.04,2.00,2.00,0.67,2/22/2019
52.52,13.40,1.67,1.00,0.00,2/22/2019
19.08,72.88,2.67,3.00,3.00,2/22/2019
41.01,28.98,2.00,3.33,2.67,2/22/2019
53.35,-6.26,3.67,3.67,4.00,2/22/2019
42.36,-71.06,1.00,0.67,3.33,2/22/2019
45.51,-122.66,3.00,4.00,1.33,2/22/2019
40.71,-74.01,1.33,1.67,1.00,2/22/2019
38.88,-94.82,3.67,3.33,3.00,2/22/2019
35.91,-79.06,3.33,2.67,2.33,2/22/2019
51.51,-0.13,2.00,2.00,1.33,2/22/2019
-33.45,-70.67,0.33,0.67,1.00,2/22/2019
43.50,-70.44,2.67,1.67,1.00,2/22/2019
42.28,-83.74,3.33,3.67,0.00,2/22/2019
-18.88,47.51,1.33,2.33,3.00,2/22/2019
43.65,-79.38,1.67,2.00,0.33,2/22/2019
45.52,-122.94,3.33,3.67,3.00,2/22/2019
24.86,67.00,4.00,2.67,3.00,2/22/2019
36.16,-86.78,4.00,4.00,4.00,2/22/2019
37.77,-122.42,3.67,3.67,2.00,2/22/2019
41.50,-81.69,2.67,3.33,2.67,2/22/2019
42.36,-71.06,3.00,3.33,2.00,2/22/2019
50.06,19.94,2.67,3.33,2.33,2/22/2019
47.61,-122.33,0.67,1.67,0.00,2/22/2019
52.07,4.30,2.67,4.00,2.33,2/22/2019
37.77,-122.42,2.00,2.00,0.33,2/22/2019
27.95,-82.46,3.67,1.67,1.33,2/22/2019
54.98,-1.62,3.33,2.33,1.00,2/22/2019
37.87,-122.27,3.33,4.00,3.00,2/22/2019
38.91,-77.04,3.67,3.33,2.00,2/22/2019
50.88,4.70,3.67,3.67,3.33,2/22/2019
38.75,-77.48,0.00,1.67,3.33,2/22/2019
37.43,-78.66,4.00,3.67,3.67,2/22/2019
33.49,-111.93,2.33,1.67,1.67,2/22/2019
30.33,-81.66,0.00,1.33,1.00,2/22/2019
51.51,7.47,1.67,3.33,1.33,2/22/2019
40.71,-74.01,3.33,3.67,2.00,2/22/2019
34.17,-84.80,2.33,2.33,0.33,2/22/2019
35.88,-106.30,3.33,3.67,1.00,2/22/2019
39.77,-86.16,3.33,3.67,1.00,2/22/2019
12.88,121.77,3.00,2.67,3.00,2/22/2019
42.36,-71.06,3.00,3.00,3.00,2/22/2019
41.88,-87.63,2.67,2.33,2.00,2/22/2019
-45.88,170.50,4.00,4.00,4.00,2/22/2019
-33.45,-70.67,4.00,2.33,1.33,2/22/2019
34.05,-118.24,2.00,2.00,2.33,2/22/2019
48.75,-122.48,3.67,4.00,3.33,2/22/2019
42.36,-71.06,3.33,3.33,0.67,2/22/2019
37.66,-121.87,3.67,4.00,1.33,2/22/2019
42.28,-83.74,0.00,0.67,2.67,2/22/2019
53.55,9.99,4.00,4.00,4.00,2/22/2019
40.71,-74.01,1.33,1.67,1.33,2/22/2019
41.88,-87.63,0.67,1.67,2.67,2/22/2019
29.76,-95.37,3.33,3.33,3.67,2/22/2019
37.80,-122.27,2.67,3.33,2.67,2/22/2019
43.66,-70.26,3.67,3.33,2.67,2/22/2019
27.80,-97.40,2.00,2.00,2.00,2/22/2019
48.86,2.35,3.67,3.33,3.33,2/22/2019
,,3.00,1.67,2.00,2/22/2019
40.68,-73.94,2.67,2.33,0.33,2/22/2019
38.91,-77.04,3.67,3.67,1.67,2/22/2019
37.77,-122.42,3.00,3.67,2.67,2/22/2019
45.47,-73.80,3.00,3.00,2.67,2/22/2019
40.98,-111.89,3.00,4.00,2.33,2/22/2019
63.43,10.40,3.67,3.00,0.33,2/22/2019
52.52,13.40,4.00,3.67,2.33,2/22/2019
-14.24,-51.93,4.00,4.00,3.00,2/22/2019
51.38,0.52,3.00,3.67,2.67,2/22/2019
48.14,11.58,3.67,4.00,3.33,2/22/2019
45.50,-73.57,4.33,3.33,1.00,2/22/2019
39.95,-75.17,4.00,4.00,3.33,2/22/2019
38.91,-77.04,1.67,0.33,2.00,2/22/2019
44.79,20.45,3.00,2.33,1.67,2/22/2019
40.70,-73.65,2.33,1.00,3.00,2/22/2019
39.96,-83.00,3.67,4.00,3.00,2/22/2019
42.62,-80.45,2.00,0.33,1.67,2/22/2019
38.91,-77.04,3.67,4.67,3.67,2/22/2019
44.79,20.45,3.67,2.67,1.67,2/22/2019
37.77,-122.42,1.33,2.33,3.33,2/22/2019
35.99,-78.90,3.33,3.33,1.67,2/22/2019
32.72,-117.16,4.00,3.33,2.67,2/22/2019
51.92,4.48,1.67,2.67,1.33,2/22/2019
40.71,-74.01,3.00,3.00,3.67,2/22/2019
44.48,-73.21,1.67,2.67,1.33,2/22/2019
46.31,-72.34,5.00,4.67,4.00,2/22/2019
37.53,126.99,4.00,4.00,3.33,2/22/2019
37.37,-122.04,2.33,3.33,3.00,2/22/2019
45.50,-73.57,2.33,1.67,0.33,2/22/2019
52.09,5.12,3.33,3.67,1.00,2/22/2019
52.52,13.40,3.33,2.00,1.33,2/22/2019
45.51,-122.66,2.00,3.00,2.67,2/22/2019
43.65,-79.38,3.00,3.00,0.00,2/22/2019
34.05,-118.24,2.67,2.33,0.33,2/22/2019
45.08,-93.15,3.00,3.67,3.00,2/22/2019
38.91,-77.04,3.67,3.00,3.67,2/22/2019
44.56,-123.26,4.00,4.00,2.33,2/22/2019
52.21,0.12,3.33,2.33,0.00,2/22/2019
37.77,-122.42,4.00,4.00,3.33,2/22/2019
9.08,8.68,2.67,2.67,1.33,2/22/2019
42.37,-71.11,4.00,3.00,3.00,2/22/2019
42.70,23.32,2.33,1.00,2.00,2/22/2019
37.34,-5.84,2.00,1.67,2.67,2/22/2019
45.51,-122.66,0.67,2.00,2.33,2/22/2019
40.71,-74.01,3.00,3.33,0.67,2/22/2019
41.39,2.17,2.67,2.33,1.33,2/22/2019
40.71,-74.01,3.33,3.33,3.00,2/22/2019
40.71,-74.01,4.00,4.67,4.33,2/22/2019
-33.87,151.21,2.67,2.67,1.33,2/22/2019
42.36,-71.06,3.00,3.33,2.67,2/22/2019
39.95,-75.17,4.00,3.67,3.00,2/22/2019
40.71,-74.01,4.00,3.67,3.33,2/22/2019
42.36,-71.06,3.00,3.00,2.67,2/22/2019
19.43,-99.13,4.00,3.67,3.00,2/22/2019
,,1.00,1.33,1.33,2/22/2019
-34.93,138.60,4.00,3.33,3.67,2/22/2019
,,3.00,2.33,1.67,2/22/2019
39.95,-75.17,3.33,3.33,1.67,2/22/2019
38.98,-76.49,3.00,3.67,3.67,2/22/2019
37.77,-122.42,3.00,3.00,2.33,2/22/2019
39.95,-75.17,3.00,3.00,2.00,2/22/2019
32.78,-96.80,5.00,3.33,2.33,2/22/2019
32.78,-96.80,4.00,3.33,2.33,2/22/2019
37.34,-121.89,3.67,3.67,1.33,2/22/2019
37.44,-122.14,2.67,4.00,3.00,2/22/2019
37.44,-122.14,3.67,3.67,3.00,2/22/2019
37.77,-122.42,2.33,3.00,2.33,2/22/2019
-26.24,-48.64,1.33,0.33,3.00,2/22/2019
-34.60,-58.38,2.33,2.00,3.33,2/22/2019
18.74,-70.16,0.00,0.67,3.67,2/22/2019
36.10,-115.17,2.67,2.00,3.00,2/22/2019
47.61,-122.33,2.67,3.33,3.33,2/22/2019
1.35,103.82,4.00,4.00,3.00,2/22/2019
53.54,-113.49,1.00,0.67,2.00,2/22/2019
40.68,-73.94,3.00,3.00,1.33,2/22/2019
40.68,-73.94,3.33,3.00,2.00,2/22/2019
47.61,-122.33,3.00,3.67,3.67,2/22/2019
40.06,-74.41,1.67,3.00,1.67,2/22/2019
-34.60,-58.38,4.00,3.33,3.00,2/22/2019
-27.47,153.03,4.00,3.67,3.67,2/22/2019
37.83,-122.29,2.33,1.67,0.00,2/22/2019
53.43,14.55,1.67,1.67,0.67,2/23/2019
-29.86,31.02,0.00,1.33,1.67,2/23/2019
12.97,77.59,0.33,0.67,0.00,2/23/2019
18.52,73.86,3.00,3.33,3.33,2/23/2019
34.05,-118.24,3.33,3.33,2.33,2/23/2019
43.60,1.44,4.00,4.00,3.00,2/23/2019
1.35,103.82,1.00,0.67,0.67,2/23/2019
37.39,-122.11,3.67,3.67,3.00,2/23/2019
13.76,100.50,2.67,3.00,3.33,2/23/2019
48.15,17.11,0.00,0.00,0.00,2/23/2019
19.43,-99.13,3.00,3.33,2.67,2/23/2019
39.57,2.65,4.00,3.67,1.33,2/23/2019
52.37,4.90,1.33,3.00,4.33,2/23/2019
-16.49,-68.12,1.00,0.33,1.33,2/23/2019
-33.87,151.21,3.33,3.67,3.00,2/23/2019
40.42,-3.70,4.33,4.00,4.33,2/23/2019
55.76,37.62,4.00,4.00,3.00,2/23/2019
48.86,2.35,3.00,3.67,2.33,2/23/2019
60.72,-135.06,3.33,3.00,2.00,2/23/2019
55.86,-4.25,4.00,3.67,1.67,2/23/2019
50.72,-3.53,2.67,3.33,4.00,2/23/2019
51.70,-0.03,0.33,1.33,1.33,2/23/2019
47.68,9.17,4.00,4.00,2.33,2/23/2019
48.86,2.35,3.33,3.67,2.33,2/23/2019
51.51,-0.13,3.67,4.00,3.67,2/23/2019
52.37,4.90,2.33,2.67,2.67,2/23/2019
51.51,-0.13,2.33,2.67,0.67,2/23/2019
40.72,-74.04,4.67,3.67,4.33,2/23/2019
48.86,2.35,3.67,3.00,2.33,2/23/2019
51.23,6.77,1.67,1.67,0.00,2/23/2019
51.11,17.04,3.00,3.00,2.00,2/23/2019
17.39,78.49,2.67,1.00,3.67,2/23/2019
52.13,5.29,3.67,3.00,1.33,2/23/2019
49.28,-123.12,3.67,4.67,4.67,2/23/2019
-23.55,-46.63,3.67,3.33,3.33,2/23/2019
52.16,4.50,4.33,4.67,3.67,2/23/2019
-34.90,-56.16,3.00,2.33,1.00,2/23/2019
35.78,-78.64,3.00,3.00,2.33,2/23/2019
51.51,-0.13,3.33,3.67,3.00,2/23/2019
53.35,-6.26,1.00,0.33,0.33,2/23/2019
48.86,2.35,4.00,3.33,3.33,2/23/2019
39.95,-75.17,3.67,2.33,0.67,2/23/2019
48.14,11.58,2.67,3.33,3.33,2/23/2019
51.51,-0.13,3.00,3.67,2.67,2/23/2019
55.38,-3.44,3.00,4.00,4.33,2/23/2019
39.99,-0.05,2.33,3.00,0.67,2/23/2019
18.52,73.86,3.33,3.67,3.67,2/23/2019
51.29,4.49,3.00,3.33,3.67,2/23/2019
-25.26,-57.58,2.00,0.33,1.00,2/23/2019
-6.21,106.85,2.67,4.00,3.67,2/23/2019
40.42,-3.70,3.67,3.33,2.33,2/23/2019
37.23,-80.41,2.33,3.67,4.00,2/23/2019
