lat,long,data,visualization,society,date
50.21,-5.49,3.00,2.33,3.67,2/23/2019
35.69,139.69,3.00,3.33,2.33,2/23/2019
-33.45,-70.67,3.33,3.33,4.33,2/23/2019
37.39,-5.98,2.00,2.00,0.33,2/23/2019
46.23,2.21,3.00,2.67,1.67,2/23/2019
36.53,-6.29,3.00,3.00,3.00,2/23/2019
26.44,-81.81,2.33,2.67,3.00,2/23/2019
38.72,-9.14,3.67,3.33,2.00,2/23/2019
42.36,-71.06,2.67,3.00,1.00,2/23/2019
54.98,-1.62,2.67,2.00,1.00,2/23/2019
6.24,-75.58,3.00,3.33,3.00,2/23/2019
20.59,-100.39,3.00,2.67,2.33,2/23/2019
40.71,-74.01,2.67,2.67,2.33,2/23/2019
39.10,-94.51,3.00,3.67,3.00,2/23/2019
40.48,-106.83,4.67,4.00,4.33,2/23/2019
4.71,-74.07,4.67,4.00,4.67,2/23/2019
12.97,77.59,3.00,2.33,3.67,2/23/2019
42.36,-71.06,1.33,1.67,1.00,2/23/2019
38.32,-82.45,3.67,3.33,3.33,2/23/2019
47.75,-120.74,3.00,2.00,1.00,2/23/2019
30.39,-88.61,3.33,3.67,4.00,2/23/2019
53.22,6.57,3.00,3.00,2.33,2/23/2019
35.69,139.69,2.00,2.67,1.67,2/23/2019
-34.60,-58.38,2.67,2.33,2.00,2/23/2019
40.42,-3.70,2.33,2.33,3.67,2/23/2019
39.76,-84.19,3.00,3.67,3.33,2/23/2019
47.07,15.44,3.00,2.67,5.00,2/23/2019
43.65,-79.38,2.67,2.67,1.33,2/23/2019
37.77,-122.42,3.67,3.33,2.00,2/23/2019
,,3.33,3.33,4.00,2/23/2019
51.51,-0.13,4.00,2.00,1.33,2/23/2019
39.29,-76.61,3.67,3.00,2.00,2/23/2019
32.72,-117.16,3.33,3.00,2.67,2/23/2019
33.45,-112.07,2.67,4.33,3.00,2/23/2019
53.37,-3.07,2.33,1.67,2.00,2/23/2019
33.62,-117.93,1.67,1.67,3.67,2/23/2019
4.71,-74.07,4.00,3.00,1.33,2/23/2019
-22.91,-43.17,4.00,3.67,3.67,2/23/2019
53.54,-113.49,3.00,2.33,2.00,2/23/2019
40.42,-3.70,3.67,2.67,3.33,2/23/2019
42.36,-71.06,2.00,2.67,2.33,2/23/2019
34.05,-118.24,3.67,3.67,4.00,2/23/2019
45.42,-75.70,1.67,2.00,2.67,2/23/2019
36.78,-119.42,4.00,4.00,3.00,2/23/2019
53.54,-113.49,1.33,1.67,2.67,2/23/2019
51.51,-0.13,3.33,3.00,2.67,2/23/2019
37.80,-122.27,3.67,4.00,3.00,2/23/2019
44.79,20.45,0.00,0.00,0.00,2/23/2019
52.09,5.12,0.67,1.33,3.00,2/23/2019
40.74,-74.03,1.00,1.00,1.67,2/23/2019
40.42,-3.70,4.00,2.33,3.67,2/23/2019
37.77,-122.42,1.67,2.67,2.33,2/23/2019
39.73,-104.83,3.33,2.33,4.00,2/23/2019
42.09,-87.98,4.00,4.00,3.33,2/23/2019
48.86,2.35,3.67,3.00,3.33,2/23/2019
39.74,-104.99,4.00,3.67,3.67,2/23/2019
37.43,-121.90,2.00,1.33,1.67,2/23/2019
45.51,-122.66,3.33,3.00,2.00,2/23/2019
4.71,-74.07,1.67,0.67,0.67,2/23/2019
45.50,-73.57,3.00,3.00,1.33,2/23/2019
40.71,-74.01,4.00,3.33,2.67,2/23/2019
51.51,-0.13,3.33,3.67,2.67,2/23/2019
36.62,-78.56,3.00,2.33,2.67,2/23/2019
-19.92,-43.93,2.67,3.00,2.33,2/23/2019
38.54,-121.74,3.67,3.67,3.00,2/23/2019
19.43,-99.13,3.67,4.00,3.00,2/23/2019
40.60,-111.58,1.00,1.67,0.33,2/23/2019
-22.89,-43.12,4.00,4.00,4.00,2/23/2019
59.33,18.07,1.00,2.33,1.67,2/23/2019
-34.60,-58.38,4.00,4.00,4.00,2/23/2019
47.61,-122.33,1.00,1.33,2.00,2/23/2019
-33.45,-70.67,4.00,4.67,4.33,2/23/2019
37.42,-122.17,0.67,0.33,2.33,2/23/2019
,,3.67,3.67,3.33,2/23/2019
20.10,-98.76,1.33,1.67,2.67,2/23/2019
38.25,-85.76,0.00,0.00,1.33,2/23/2019
6.24,-75.58,2.67,3.33,3.00,2/23/2019
-37.81,144.96,2.33,2.67,2.00,2/23/2019
-34.61,-58.56,2.67,3.00,3.00,2/23/2019
8.54,-80.78,2.67,3.67,1.33,2/23/2019
4.71,-74.07,4.00,3.33,3.00,2/23/2019
-19.92,-43.93,1.00,1.67,2.33,2/23/2019
16.87,96.20,3.67,2.67,3.00,2/23/2019
37.34,-121.89,3.00,2.33,1.00,2/23/2019
20.59,-100.39,3.00,3.00,3.33,2/23/2019
40.76,-111.89,1.67,1.67,0.00,2/23/2019
19.71,-101.19,2.67,2.00,2.33,2/23/2019
17.39,78.49,2.67,2.67,2.00,2/24/2019
46.52,6.63,3.67,2.67,2.67,2/24/2019
40.69,30.44,0.00,0.00,0.00,2/24/2019
25.20,55.27,4.33,4.00,3.67,2/24/2019
49.20,16.61,0.33,1.33,1.00,2/24/2019
53.48,-2.24,4.00,4.00,3.67,2/24/2019
51.51,-0.13,3.33,2.67,4.00,2/24/2019
40.42,-3.70,2.00,2.00,2.33,2/24/2019
35.69,139.69,4.00,3.67,1.00,2/24/2019
51.51,-0.13,2.67,4.00,3.67,2/24/2019
-26.20,28.05,3.00,3.33,2.67,2/24/2019
-33.45,-70.67,3.33,3.67,3.33,2/24/2019
60.17,24.94,2.33,3.00,0.67,2/24/2019
20.59,78.96,0.67,0.67,0.33,2/24/2019
39.04,-77.49,5.00,4.33,5.00,2/24/2019
44.79,20.45,3.00,2.67,2.67,2/24/2019
-27.47,153.03,3.67,3.67,3.33,2/24/2019
41.01,28.98,1.33,1.33,1.00,2/24/2019
52.30,5.16,2.00,1.67,0.00,2/24/2019
40.71,-74.01,2.33,2.67,3.00,2/24/2019
32.06,118.80,1.33,2.33,0.67,2/24/2019
-6.21,106.85,4.00,3.33,3.67,2/24/2019
-34.60,-58.38,3.00,2.67,3.00,2/24/2019
28.54,-81.38,3.00,3.67,2.67,2/24/2019
52.36,-1.17,3.00,2.33,1.33,2/24/2019
,,0.00,0.00,0.00,2/24/2019
39.93,32.86,4.00,3.67,3.33,2/24/2019
19.43,-99.13,3.67,3.33,2.33,2/24/2019
43.65,-79.38,4.00,4.00,2.67,2/24/2019
58.25,22.49,3.00,3.00,2.00,2/24/2019
40.66,-74.30,2.67,2.33,2.00,2/24/2019
38.42,27.14,3.67,3.67,3.00,2/24/2019
23.63,-102.55,4.33,3.67,3.00,2/24/2019
-17.41,-66.17,3.00,3.00,3.67,2/24/2019
1.35,103.82,3.33,3.67,3.00,2/24/2019
38.91,-77.04,0.67,2.00,3.00,2/24/2019
52.37,4.90,0.33,0.67,0.33,2/24/2019
40.71,-74.01,2.67,1.33,1.67,2/24/2019
-36.82,-73.04,3.67,3.67,2.67,2/24/2019
41.39,2.17,4.00,3.67,2.00,2/24/2019
40.71,-74.01,2.67,1.00,3.00,2/24/2019
22.16,-100.99,4.00,3.33,3.33,2/24/2019
15.51,-87.99,0.33,0.33,1.00,2/24/2019
37.39,-122.08,1.00,1.00,2.67,2/24/2019
39.20,-85.92,3.67,3.33,3.00,2/24/2019
38.97,-76.94,3.67,1.67,0.67,2/24/2019
39.76,-105.22,4.00,4.33,4.33,2/24/2019
35.99,-78.90,3.67,3.00,0.00,2/24/2019
51.51,-0.13,2.67,3.00,1.33,2/24/2019
36.10,-115.17,3.00,2.67,4.00,2/24/2019
18.49,-69.93,4.00,3.33,1.67,2/24/2019
51.05,-114.07,2.67,2.67,2.33,2/24/2019
-12.05,-77.04,2.67,3.00,4.33,2/24/2019
44.43,26.10,2.00,2.00,3.00,2/24/2019
44.79,20.45,3.33,3.67,2.00,2/24/2019
-7.99,-34.84,1.33,1.67,2.33,2/24/2019
-34.90,-56.16,1.33,1.00,2.33,2/24/2019
-15.83,-47.92,2.33,1.67,1.67,2/24/2019
40.46,-3.75,3.33,3.67,3.00,2/24/2019
-9.19,-75.02,3.00,3.00,2.33,2/24/2019
48.86,2.35,1.33,0.33,0.00,2/24/2019
32.78,-96.80,3.33,3.33,5.00,2/24/2019
19.43,-99.13,0.67,0.67,1.00,2/24/2019
51.75,-0.34,4.00,4.00,3.00,2/24/2019
-0.18,-78.47,2.67,3.33,3.67,2/24/2019
45.50,-73.57,3.00,3.00,3.67,2/24/2019
-14.24,-51.93,3.67,3.67,3.00,2/24/2019
25.76,-80.19,2.33,2.67,2.00,2/24/2019
40.42,-3.70,3.33,4.00,0.33,2/24/2019
24.71,46.68,4.00,4.00,4.00,2/24/2019
40.56,-111.93,3.33,4.33,3.67,2/24/2019
40.71,-74.01,4.00,3.67,3.00,2/24/2019
-33.87,151.21,0.67,0.67,3.00,2/24/2019
39.95,-75.17,4.33,4.67,3.33,2/24/2019
23.63,-102.55,3.33,4.00,4.33,2/24/2019
-33.87,151.21,0.67,1.33,3.33,2/24/2019
,,3.67,4.00,0.00,2/24/2019
37.77,-122.42,3.00,3.33,3.00,2/24/2019
38.25,-85.76,1.00,1.00,0.67,2/24/2019
-33.87,151.21,3.00,3.67,2.33,2/24/2019
-23.55,-46.63,3.67,2.67,2.00,2/24/2019
47.61,-122.33,3.33,4.00,2.33,2/24/2019
21.47,55.98,0.67,0.67,2.00,2/24/2019
45.46,9.19,3.67,3.33,3.67,2/25/2019
,,0.00,0.00,0.00,2/25/2019
37.77,-122.42,4.00,4.00,3.67,2/25/2019
40.79,-77.86,3.00,2.00,0.33,2/25/2019
49.28,-123.12,1.00,0.67,1.67,2/25/2019
41.01,28.98,2.67,3.33,3.33,2/25/2019
40.76,-111.89,3.00,3.33,3.33,2/25/2019
51.51,-0.13,2.33,3.00,2.67,2/25/2019
51.51,-0.13,4.00,3.67,2.67,2/25/2019
56.84,-2.28,3.00,3.00,0.67,2/25/2019
51.51,-0.13,3.67,3.67,3.33,2/25/2019
52.49,-1.89,4.67,4.67,4.33,2/25/2019
55.38,-3.44,3.67,3.00,1.00,2/25/2019
53.76,-2.70,3.00,3.33,2.67,2/25/2019
48.57,7.75,2.67,3.33,3.00,2/25/2019
0.51,35.27,2.33,1.67,2.33,2/25/2019
48.86,2.35,1.00,1.00,0.33,2/25/2019
48.86,2.35,2.00,2.67,2.00,2/25/2019
51.51,-0.13,1.00,2.00,3.00,2/25/2019
50.85,4.35,1.67,1.33,3.67,2/25/2019
51.51,-0.13,2.67,2.00,1.00,2/25/2019
51.51,-0.13,1.33,1.67,2.33,2/25/2019
-34.92,-57.95,3.00,2.33,2.00,2/25/2019
51.51,-0.13,4.00,3.67,3.67,2/25/2019
55.68,12.57,0.00,2.33,3.33,2/25/2019
-33.45,-70.67,4.00,3.67,2.67,2/25/2019
17.39,78.49,3.67,4.00,4.00,2/25/2019
48.57,7.75,3.33,3.33,2.67,2/25/2019
46.82,8.23,3.00,3.00,2.33,2/25/2019
35.73,-78.85,3.00,3.67,4.00,2/25/2019
59.91,10.75,3.33,3.33,3.33,2/25/2019
52.64,-1.14,2.33,2.33,2.67,2/25/2019
-33.45,-70.67,3.33,3.33,3.33,2/25/2019
29.65,-82.32,2.33,2.33,2.33,2/25/2019
53.48,-2.24,3.00,3.33,3.00,2/25/2019
53.35,-6.26,2.00,2.67,1.67,2/25/2019
48.86,2.35,2.00,4.33,3.33,2/25/2019
37.77,-122.42,3.33,3.67,4.00,2/25/2019
29.42,-98.49,3.33,3.00,0.33,2/25/2019
-7.26,112.75,2.00,2.00,3.33,2/25/2019
42.36,-71.06,1.67,2.33,1.67,2/25/2019
37.63,-1.00,4.33,4.00,3.67,2/25/2019
-12.05,-77.04,2.67,2.67,1.33,2/25/2019
47.27,11.40,3.67,3.67,1.33,2/25/2019
40.71,-74.01,3.00,4.00,5.00,2/25/2019
47.67,-122.12,0.00,0.00,0.00,2/25/2019
48.71,44.51,2.33,3.00,0.67,2/25/2019
42.50,-70.86,3.33,2.67,1.67,2/25/2019
38.23,-122.64,3.00,3.33,1.33,2/25/2019
-25.52,-54.59,0.00,0.00,0.67,2/25/2019
40.76,-111.89,1.00,1.00,1.67,2/25/2019
40.01,-105.27,2.33,1.67,2.00,2/25/2019
42.36,-71.06,3.00,3.33,2.33,2/25/2019
42.36,-71.06,3.67,4.00,4.00,2/25/2019
49.28,-123.12,2.00,2.67,3.67,2/25/2019
44.48,-73.21,4.00,3.67,3.33,2/25/2019
37.55,-121.99,3.67,4.00,3.00,2/25/2019
40.11,-76.72,5.00,5.00,3.67,2/25/2019
-41.32,-72.98,3.00,3.33,3.00,2/25/2019
51.51,-0.13,2.67,2.33,1.67,2/25/2019
40.71,-74.01,4.00,3.33,3.33,2/25/2019
39.99,-105.09,2.67,3.00,1.33,2/25/2019
53.54,-113.49,4.00,4.00,3.33,2/25/2019
40.71,-74.01,3.33,3.00,3.33,2/25/2019
39.95,-75.17,2.00,2.67,1.67,2/25/2019
41.72,44.83,4.33,4.67,4.00,2/25/2019
37.77,-122.42,1.33,1.00,2.00,2/25/2019
50.08,14.44,3.33,3.33,1.67,2/25/2019
42.37,-71.11,3.00,2.67,2.00,2/25/2019
40.76,-111.89,2.00,2.67,0.67,2/25/2019
-34.60,-58.38,0.67,2.33,3.33,2/25/2019
-23.55,-46.63,2.33,2.33,3.33,2/25/2019
-34.60,-58.38,0.00,0.00,0.00,2/25/2019
-34.60,-58.38,1.67,2.00,3.33,2/25/2019
36.97,-122.03,0.00,0.00,0.00,2/25/2019
47.61,-122.33,4.00,3.33,3.33,2/25/2019
51.51,-0.13,3.33,3.67,3.33,2/25/2019
41.01,28.98,2.33,2.33,1.00,2/25/2019
51.44,5.47,1.33,2.00,0.67,2/25/2019
37.72,-122.16,1.00,2.00,3.33,2/25/2019
-33.87,151.21,2.33,2.33,1.33,2/25/2019
36.10,-80.24,2.00,2.67,2.00,2/25/2019
40.44,-80.00,0.00,1.67,3.33,2/25/2019
43.47,-79.69,1.67,1.33,2.00,2/25/2019
37.80,-122.27,1.67,2.33,1.00,2/25/2019
56.13,-106.35,2.33,2.67,1.33,2/25/2019
59.40,13.51,1.67,1.67,2.00,2/26/2019
38.58,-121.49,3.00,3.67,2.00,2/26/2019
19.43,-99.13,1.00,1.33,2.00,2/26/2019
28.61,77.21,3.33,2.33,0.33,2/26/2019
55.76,37.62,3.33,4.00,1.67,2/26/2019
31.52,74.36,2.33,2.67,3.00,2/26/2019
51.51,-0.13,2.33,1.33,0.00,2/26/2019
45.46,9.19,2.67,3.33,2.00,2/26/2019
41.01,28.98,1.67,3.67,2.33,2/26/2019
40.46,-74.36,0.67,2.67,2.00,2/26/2019
53.37,-3.07,2.33,1.67,2.00,2/26/2019
51.51,-0.13,3.67,4.33,4.00,2/26/2019
51.51,-0.13,3.00,2.00,1.00,2/26/2019
50.82,-0.14,4.33,3.67,3.67,2/26/2019
38.88,-77.09,3.00,4.00,3.67,2/26/2019
53.92,-122.75,4.00,3.33,3.00,2/26/2019
51.51,-0.13,1.00,1.67,0.33,2/26/2019
12.97,77.59,3.00,3.00,2.67,2/26/2019
35.15,-90.05,1.33,1.00,0.33,2/26/2019
51.51,-0.13,2.67,2.67,3.67,2/26/2019
34.05,-118.24,3.67,3.33,1.33,2/26/2019
50.72,-3.53,3.67,3.33,3.00,2/26/2019
41.88,-87.63,3.00,4.00,3.67,2/26/2019
47.53,-121.83,2.00,2.00,2.67,2/26/2019
51.51,-0.13,4.00,4.00,3.00,2/26/2019
39.77,-86.16,1.67,2.67,3.00,2/26/2019
,,0.00,0.00,0.00,2/26/2019
38.12,13.36,3.00,2.00,0.00,2/26/2019
51.05,-114.07,4.33,3.67,3.33,2/26/2019
51.51,-0.13,0.67,2.00,3.00,2/26/2019
35.99,-78.90,3.33,3.33,3.33,2/26/2019
59.33,18.07,2.67,3.00,3.00,2/26/2019
39.74,-104.99,3.33,2.67,2.00,2/26/2019
51.48,-3.18,4.00,4.00,3.67,2/26/2019
42.05,-87.69,4.67,3.33,2.33,2/26/2019
40.76,-111.89,4.00,2.67,1.00,2/26/2019
52.38,9.73,3.00,2.33,1.33,2/26/2019
33.02,-96.70,4.00,3.33,3.67,2/26/2019
39.32,-111.09,2.67,2.33,1.67,2/26/2019
41.88,-87.63,3.67,2.33,3.33,2/26/2019
40.71,-74.01,2.33,2.67,3.67,2/26/2019
39.96,-83.00,3.67,3.33,2.33,2/26/2019
55.76,37.62,4.33,4.33,2.67,2/26/2019
41.88,-87.63,3.33,3.33,3.00,2/26/2019
,,0.67,0.33,1.67,2/26/2019
40.42,-3.70,4.33,3.33,4.00,2/26/2019
44.98,-93.27,4.00,3.67,2.33,2/26/2019
42.36,-71.06,3.33,3.67,3.33,2/26/2019
37.92,-122.31,3.33,3.00,2.67,2/26/2019
42.67,-83.03,5.00,3.67,4.67,2/26/2019
40.71,-74.01,2.67,3.00,2.67,2/26/2019
40.68,-73.94,4.00,4.00,4.00,2/26/2019
52.52,13.40,3.33,3.33,2.33,2/26/2019
51.51,-0.13,1.67,2.00,1.00,2/26/2019
40.01,-105.27,3.33,3.00,1.00,2/26/2019
41.88,-87.63,0.67,0.33,0.33,2/26/2019
42.36,-71.06,2.00,3.00,1.67,2/26/2019
53.90,27.56,2.00,3.33,2.33,2/26/2019
37.56,-122.33,4.00,3.00,2.33,2/26/2019
40.42,-3.70,4.00,3.00,0.00,2/26/2019
51.51,-0.13,3.67,4.00,2.67,2/26/2019
51.51,-0.13,1.00,0.67,0.00,2/26/2019
38.03,-78.48,3.33,3.00,3.67,2/26/2019
33.75,-84.39,4.67,4.33,4.00,2/26/2019
,,2.67,1.33,2.33,2/26/2019
59.33,18.07,4.00,4.00,1.67,2/26/2019
37.34,-121.89,2.00,2.00,2.67,2/26/2019
32.78,-96.80,5.00,4.00,3.33,2/26/2019
38.91,-77.04,2.00,0.67,2.00,2/26/2019
38.91,-77.04,4.00,3.67,2.33,2/26/2019
39.29,-76.61,3.67,3.00,1.00,2/26/2019
51.51,-0.13,3.33,3.33,2.33,2/26/2019
33.85,-118.13,3.33,3.33,3.00,2/26/2019
38.53,-78.86,4.00,3.00,2.33,2/26/2019
43.49,-112.04,2.00,2.00,1.00,2/26/2019
43.16,-77.61,4.00,3.67,3.33,2/26/2019
47.67,-122.12,1.33,1.00,3.33,2/26/2019
37.67,-77.51,3.00,3.00,3.33,2/26/2019
51.51,-0.13,1.00,1.00,1.00,2/26/2019
32.22,-110.97,4.33,3.67,3.67,2/26/2019
33.24,-96.80,4.00,4.00,4.00,2/26/2019
51.72,5.36,1.33,2.00,0.67,2/26/2019
40.71,-74.01,5.00,3.67,3.67,2/26/2019
50.94,6.96,4.33,3.67,2.67,2/26/2019
40.68,-73.94,1.00,2.00,3.67,2/26/2019
51.75,-1.26,3.67,4.00,2.67,2/26/2019
25.76,-80.19,3.00,2.67,0.00,2/26/2019
39.74,-104.99,3.33,3.00,2.67,2/26/2019
41.88,-87.63,4.00,3.67,3.33,2/26/2019
37.83,-122.29,3.33,3.33,3.33,2/26/2019
55.76,37.62,2.67,2.00,0.67,2/26/2019
51.51,-0.13,0.00,0.00,0.00,2/26/2019
40.41,49.87,3.67,3.67,3.00,2/26/2019
-33.45,-70.67,3.00,2.33,1.67,2/26/2019
38.25,-85.76,4.33,3.67,3.33,2/26/2019
19.43,-99.13,4.00,4.00,5.00,2/26/2019
40.71,-74.01,3.67,4.33,5.00,2/26/2019
40.68,-73.94,4.00,4.00,1.00,2/26/2019
59.91,10.75,3.33,2.00,2.00,2/26/2019
43.09,-70.74,3.33,3.33,1.67,2/26/2019
27.95,-82.46,2.00,3.00,3.00,2/26/2019
59.91,10.75,3.00,3.67,3.00,2/26/2019
30.27,-97.74,4.00,4.00,2.33,2/26/2019
37.83,-122.29,3.33,2.67,3.33,2/26/2019
-33.87,151.21,3.33,2.67,2.33,2/26/2019
53.35,-6.26,1.33,0.67,0.00,2/26/2019
51.48,-3.18,1.67,1.33,1.67,2/26/2019
39.32,-111.09,4.00,2.67,2.67,2/26/2019
38.88,-77.17,1.33,2.00,1.00,2/26/2019
-37.81,144.96,4.00,4.33,3.00,2/26/2019
40.71,-74.01,2.33,3.33,4.67,2/26/2019
44.98,-93.27,3.00,2.33,2.67,2/26/2019
34.05,-118.24,3.67,3.00,1.00,2/26/2019
36.78,-119.42,3.00,2.00,0.00,2/26/2019
4.71,-74.07,3.67,3.33,4.67,2/26/2019
39.96,-83.00,4.00,4.00,3.33,2/26/2019
-7.23,-35.88,2.00,2.33,2.33,2/26/2019
34.85,-82.39,4.00,3.33,3.67,2/26/2019
43.16,-77.61,3.00,1.00,0.00,2/26/2019
45.50,-73.57,3.00,3.00,2.00,2/26/2019
40.71,-74.01,4.33,4.00,3.33,2/26/2019
1.35,103.82,3.00,3.00,2.67,2/26/2019
34.24,-84.49,4.33,3.67,3.67,2/26/2019
32.78,-79.93,3.00,2.33,1.33,2/26/2019
37.34,-121.89,3.67,2.67,2.00,2/26/2019
38.91,-77.04,1.67,2.00,2.67,2/26/2019
40.32,-79.38,3.00,2.67,3.33,2/26/2019
37.77,-122.42,3.00,2.67,2.33,2/26/2019
41.88,-87.63,3.33,4.33,4.67,2/26/2019
51.51,-0.13,3.67,2.67,2.33,2/26/2019
26.96,49.57,1.67,1.00,0.67,2/26/2019
37.93,-122.53,1.33,3.00,2.00,2/27/2019
13.08,80.27,2.67,3.00,2.33,2/27/2019
41.01,28.98,2.67,2.67,2.00,2/27/2019
17.39,78.49,3.33,3.33,2.33,2/27/2019
40.42,-3.70,2.67,3.33,4.00,2/27/2019
52.23,21.01,2.00,2.33,1.00,2/27/2019
55.68,12.57,4.00,4.00,3.33,2/27/2019
47.50,19.04,2.33,2.67,0.67,2/27/2019
50.83,4.02,3.00,3.00,1.67,2/27/2019
-26.20,28.05,2.00,1.67,0.00,2/27/2019
52.52,13.40,3.33,4.00,1.67,2/27/2019
50.85,4.35,2.33,3.00,3.00,2/27/2019
32.09,34.78,3.67,2.67,2.67,2/27/2019
37.18,28.49,1.67,1.33,3.33,2/27/2019
41.90,12.50,1.33,2.67,3.67,2/27/2019
37.43,-78.66,4.00,4.00,4.00,2/27/2019
43.45,-80.49,3.00,3.00,1.67,2/27/2019
55.76,37.62,3.33,3.33,3.33,2/27/2019
48.14,11.58,2.67,2.00,3.00,2/27/2019
51.51,-0.13,3.00,2.67,3.00,2/27/2019
51.51,-0.13,3.33,3.33,2.00,2/27/2019
40.71,-74.01,3.33,3.33,4.00,2/27/2019
39.03,-94.66,0.67,2.33,1.00,2/27/2019
35.91,-79.06,2.67,3.00,1.67,2/27/2019
47.61,-122.33,1.00,3.00,1.00,2/27/2019
48.37,10.90,2.33,3.33,4.00,2/27/2019
51.25,-85.32,3.67,3.00,1.33,2/27/2019
52.41,-1.52,0.67,0.67,0.00,2/27/2019
-38.72,-62.27,3.33,4.33,3.67,2/27/2019
45.76,4.84,2.33,2.33,0.33,2/27/2019
40.71,-74.01,4.33,3.67,3.67,2/27/2019
42.57,-83.37,0.67,0.67,1.00,2/27/2019
37.83,-122.29,2.67,2.00,4.00,2/27/2019
45.51,-122.66,1.33,0.67,0.33,2/27/2019
41.39,2.17,1.67,2.33,2.33,2/27/2019
37.56,-122.33,4.33,3.67,4.67,2/27/2019
38.91,-77.04,3.00,2.67,2.67,2/27/2019
,,3.00,2.33,1.67,2/27/2019
37.44,-122.14,4.00,4.00,3.67,2/27/2019
45.51,-122.66,1.33,0.67,0.00,2/27/2019
38.91,-77.04,0.00,1.33,0.67,2/27/2019
42.28,-83.74,1.67,1.33,4.00,2/27/2019
50.92,-3.39,4.33,4.00,3.33,2/27/2019
48.14,11.58,2.00,2.33,1.00,2/27/2019
40.63,-74.43,3.67,4.00,2.00,2/27/2019
52.07,4.30,3.00,4.00,4.67,2/27/2019
40.71,-74.01,4.33,3.33,3.00,2/27/2019
42.25,-71.00,1.33,0.67,1.00,2/27/2019
51.48,-3.18,2.67,3.00,1.67,2/27/2019
19.43,-99.13,3.00,3.00,2.00,2/27/2019
46.52,6.63,2.00,1.67,3.33,2/27/2019
51.51,-0.13,2.67,2.00,2.00,2/27/2019
39.74,-104.99,3.67,2.33,4.33,2/27/2019
38.88,-77.09,4.00,4.00,3.67,2/27/2019
52.52,13.40,4.33,3.67,3.67,2/27/2019
56.46,-2.97,3.33,4.00,2.67,2/27/2019
44.98,-93.27,0.00,0.00,0.00,2/27/2019
41.16,-8.63,2.33,3.00,2.33,2/27/2019
40.42,-3.70,3.33,4.00,4.00,2/27/2019
34.05,-118.24,3.00,3.67,0.67,2/27/2019
29.42,-98.49,3.67,4.00,3.33,2/27/2019
38.04,-84.50,1.67,2.00,3.33,2/27/2019
40.67,-74.36,2.67,2.67,4.00,2/27/2019
40.71,-74.01,4.67,4.33,3.33,2/27/2019
39.95,-75.17,2.67,2.33,3.67,2/27/2019
10.48,-66.90,2.00,2.00,0.00,2/27/2019
43.65,-79.38,3.67,3.00,2.67,2/27/2019
42.33,-83.05,3.33,4.33,3.67,2/27/2019
44.98,-93.27,4.67,3.67,5.00,2/27/2019
30.27,-97.74,2.33,3.00,2.67,2/27/2019
37.77,-122.42,2.33,2.33,1.67,2/27/2019
35.78,-78.64,2.67,2.33,1.00,2/27/2019
19.43,-99.13,3.00,4.00,4.67,2/27/2019
33.93,-84.37,3.67,3.33,3.00,2/27/2019
37.77,-122.42,3.00,3.33,3.33,2/27/2019
-33.87,151.21,3.67,4.33,5.00,2/27/2019
39.29,-76.61,1.33,2.67,2.33,2/27/2019
33.45,-112.07,1.00,2.00,3.00,2/27/2019
37.45,-122.18,4.00,3.67,4.00,2/27/2019
51.05,-114.07,4.00,3.67,3.00,2/27/2019
47.61,-122.33,4.33,4.00,4.00,2/27/2019
37.87,-122.27,2.67,3.67,1.33,2/27/2019
39.10,-84.51,3.00,3.00,2.00,2/27/2019
47.61,-122.33,3.00,3.67,1.00,2/27/2019
,,2.33,2.33,2.33,2/27/2019
19.43,-99.13,1.00,2.00,1.33,2/27/2019
51.51,-0.13,3.67,2.67,2.67,2/27/2019
,,0.00,0.00,0.00,2/27/2019
,,3.00,3.00,3.00,2/27/2019
18.52,73.86,3.67,3.67,1.67,2/28/2019
37.37,-122.04,4.33,4.67,3.67,2/28/2019
55.38,-3.44,1.00,0.67,0.67,2/28/2019
51.51,-0.13,3.67,3.33,2.00,2/28/2019
51.51,-0.13,4.33,4.33,3.00,2/28/2019
51.51,-0.13,4.00,3.33,2.67,2/28/2019
51.46,-2.12,0.67,0.67,0.33,2/28/2019
50.88,4.70,1.33,2.00,2.00,2/28/2019
43.07,-89.40,3.67,3.00,4.00,2/28/2019
12.97,77.59,4.67,4.00,3.67,2/28/2019
33.78,-84.38,1.00,1.00,2.33,2/28/2019
53.48,-2.24,0.67,1.00,1.00,2/28/2019
51.58,-3.00,3.67,3.33,3.33,2/28/2019
40.42,-3.70,2.00,2.67,1.67,2/28/2019
47.38,8.54,4.33,3.67,1.67,2/28/2019
47.05,8.31,0.00,0.00,0.00,2/28/2019
42.36,-71.06,3.67,2.67,1.00,2/28/2019
51.51,-0.13,4.00,4.33,1.67,2/28/2019
17.39,78.49,3.00,2.67,4.00,2/28/2019
40.71,-74.01,4.00,3.33,2.67,2/28/2019
18.52,73.86,3.67,2.67,4.67,2/28/2019
30.42,-87.22,2.00,3.00,2.33,2/28/2019
41.01,28.98,2.00,3.00,1.33,2/28/2019
52.09,5.12,3.67,4.00,3.33,2/28/2019
50.69,7.16,3.33,3.33,2.33,2/28/2019
50.63,3.06,2.67,3.00,1.67,2/28/2019
39.93,32.86,1.33,0.67,0.67,2/28/2019
50.63,3.06,4.00,4.00,4.67,2/28/2019
42.36,-71.06,3.33,3.67,3.00,2/28/2019
